class,data_1,data_2
1,0.42862893942526,0.258452615748207
1,0.577708194005727,0.125068881533729
1,0.291918900353885,0.456007365561224
1,0.554379143638678,0.115381927753881
1,0.461326605761988,0.163444533822145
1,0.685470887304864,0.0827803777588103
1,0.549363519632067,0.109507854599715
1,0.542697037349027,0.121469127107759
1,0.495673751973919,0.17113232861323
1,0.553717379456646,0.136266655691542
1,0.560261559654869,0.209897905557292
1,0.114249921126981,0.521498184431978
1,0.646771812796707,0.0230239809195164
1,0.264866591569613,0.422607014611729
1,0.542286924774928,0.253953857020174
1,0.54687154620902,0.197279166579512
1,0.0178762948329942,0.632917663676855
1,0.445229235645107,0.227300668807548
1,0.410576770794185,0.425893181471724
1,0.344375013540838,0.300161418943526
1,0.676766932063324,0.0515377134662641
1,0.0546046887318761,0.653367073203511
1,0.524333645469398,0.127498426010532
1,0.020942515883887,0.537198640962847
1,0.0442290146561227,0.614697587658805
1,0.388541424166006,0.306822610352
1,0.401538203216707,0.23777448135987
1,0.585882887714859,0.119163244579286
1,0.368094746724025,0.507880816185923
1,0.287657200054701,0.304623100336449
1,0.0704254988044057,0.626347028666123
1,0.555401598891899,0.0520695856181051
1,0.508978064099265,0.221561152175749
1,0.187522773587442,0.47701627202711
1,0.294123286701401,0.453367291177071
1,0.709027523113849,0.0628265105033373
1,0.37426337580757,0.387245317506846
1,0.386834178202347,0.230246760511915
1,0.539817342742494,0.195853982471861
1,0.51656858464521,0.17473133471956
1,0.224522785688432,0.525111989106603
1,0.418683651082602,0.260610276797169
1,0.255072146652033,0.286837236331261
1,0.0763751027910965,0.554525227335366
1,0.399707652001688,0.246337832726815
1,0.0349327895745799,0.545493206793385
1,0.637725391592267,0.0743496873297755
1,0.289295701513102,0.533584810668932
1,0.760122838523651,0.00758502269592633
1,0.414033771763398,0.256433219822269
1,0.105266917000885,0.526753284615399
1,0.0408307240060107,0.639871149752647
1,0.63407652525212,0.11751871578338
1,0.393460360515496,0.356075080284304
1,0.183519619232854,0.619171529487031
1,0.182731581218196,0.518554552254252
1,0.182507517025072,0.656616418159024
1,0.0892870881557938,0.441788071106663
1,0.636547997232835,0.0153732706337053
1,0.227372550122727,0.430031053701654
1,0.601711975327464,0.0671198977881017
1,0.377482481740816,0.231106474992078
1,0.228548538616816,0.415157172562155
1,0.42750112164605,0.404815472796832
1,0.352030808410585,0.309373994542898
1,0.271047488759445,0.34366862374972
1,0.332661527443487,0.397143505354753
1,0.552242230438241,0.175929171971487
1,0.535757164729941,0.107609805155163
1,0.225245010658971,0.318870247120654
1,0.572253325955101,0.124255149283753
1,0.0989804390138724,0.537902738481676
1,0.580900862610248,0.169449173398193
1,0.0178846617402469,0.769000277810888
1,0.511626008124796,0.163191831090985
1,0.0361155422105383,0.623528796510613
1,0.284946861845214,0.494362573774672
1,0.29224828039947,0.348541138013826
1,0.30916247374163,0.471976051620608
1,0.536044634318331,0.172214739849976
1,0.205538895585049,0.313500421006882
1,0.0890970248291292,0.577740405950553
1,0.451128758015554,0.201501373156389
1,0.514381445569075,0.190073365203022
1,0.164319973105314,0.537852795819961
1,0.208874003106569,0.531372074670563
1,0.238820818828012,0.4266416456478
1,0.484621589434912,0.271060612723856
1,0.0943887730987662,0.558610960251475
1,0.0831722008715617,0.676807096203411
1,0.480992582185494,0.162764281787391
1,0.438628513800122,0.292518636807893
1,0.284116272462889,0.441863079748264
1,0.0109989284571984,0.695639477110101
1,0.589701145633498,0.0436390915109869
1,0.679919235403524,0.105959431419267
1,0.498378855366593,0.185313133288213
1,0.592512104329519,0.0850225522531215
1,0.413706589950913,0.36981826399178
1,0.544292571034656,0.22911592583204
1,0.495913691294856,0.186493058233145
1,0.199297427798583,0.374926899061901
1,0.0162302672550053,0.677615310046159
1,0.425792174493603,0.159323691888156
1,0.239515881865403,0.360232409194804
1,0.159570653520428,0.519930264222105
1,0.108885287081653,0.61245710112253
1,0.18813417138135,0.459192518258157
1,0.703678683313413,0.0239787275935225
1,0.511754609206774,0.151108250538506
1,0.0814331845012539,0.687305534230116
1,0.152251708782343,0.56793576918278
1,0.425928071367373,0.228859698906132
1,0.688920881661605,0.0574480069521875
1,0.602477495254535,0.0808613532798359
1,0.204471012038406,0.525624020808916
1,0.145174259296777,0.602256809612962
1,0.316747659257877,0.241928041846452
1,0.585150929856227,0.136380758014881
1,0.359321540166073,0.251812083708994
1,0.609203717429034,0.186335793321274
1,0.306913575435998,0.420372762772845
1,0.339964611812396,0.406143258650048
1,0.51630003147978,0.155335856852994
1,0.575018400334708,0.105157564115692
1,0.312211311874542,0.329656952598027
1,0.352894076484996,0.302727328006281
1,0.424199031926267,0.330926947655249
1,0.32353311222018,0.316237520366587
1,0.0779815696496742,0.686364927939049
1,0.536484669024143,0.15427293618048
1,0.608414077041935,0.041061387665146
1,0.362466904677133,0.425628261123279
2,0.365113408253437,0.0685528243109859
2,0.143265032157965,0.244999591981813
2,0.450233104355025,0.00114818284465505
2,0.229808082608367,0.330191766400682
2,0.0677907465565701,0.327881371349308
2,0.340907746829215,0.120165739709787
2,0.145440572857427,0.353853002809444
2,0.290564293274,0.0842150244438106
2,0.0147805637391375,0.391573738746514
2,0.295472003535418,0.167159783730852
2,0.232568527187551,0.0930899042998774
2,0.322398934512466,0.16935800703665
2,0.289816315874091,0.123622173221219
2,0.483717180156506,0.00745052712254501
2,0.0878708025247703,0.330177596771177
2,0.214531306983601,0.285906994131592
2,0.159247247263479,0.309161488473746
2,0.150157720498972,0.2618285433164
2,0.382877669594021,0.0928355605402599
2,0.080534655742142,0.352701584499939
2,0.385743802712928,0.0866099739867216
2,0.162793284784112,0.112547560313617
2,0.166916529015835,0.244619508058466
2,0.381475461696577,0.108190107236533
2,0.230346035078069,0.15340505949446
2,0.0109096148991068,0.455623439570526
2,0.224594285002334,0.149797274820739
2,0.264385005222766,0.092868581715074
2,0.128675709105944,0.229390015983776
2,0.136207619857374,0.345701335050118
2,0.210917031566738,0.239722926361018
2,0.100749749441932,0.360919774791558
2,0.112128201862704,0.285783452682488
2,0.307233700619979,0.0632832142147314
2,0.227915672349921,0.236524525229419
2,0.116239089130316,0.278859860355665
2,0.105987222339587,0.24979210333071
2,0.338225439480828,0.149007877187809
2,0.441493024158901,0.037457021137168
2,0.294814628364413,0.151252216577261
2,0.206566427401767,0.164870523548275
2,0.321525502610618,0.151830188631109
2,0.058041500940985,0.237732994552556
2,0.614250229905948,0.0454093387636742
2,0.336107872795568,0.0296778683453833
2,0.00999423981969998,0.435652066598799
2,0.220312662348836,0.176907571686464
2,0.298943060252915,0.179054483146774
2,0.22712765482058,0.120956894107919
2,0.131473685404078,0.378716970318663
2,0.256259126293578,0.218301156451495
2,0.148158194428364,0.210205953619393
2,0.0950431002832133,0.487403278017024
2,0.371265053953776,0.135023432731882
2,0.0703500636761816,0.310880389436609
2,0.243870175930302,0.101827448314155
2,0.349717097316682,0.199656379360728
2,0.280440102359033,0.141863512828108
2,0.295247967012326,0.189193333610732
2,0.229380701463725,0.207191481618695
2,0.173709921261492,0.210237507266241
2,0.149298475959803,0.220266508883817
2,0.329987977333409,0.107277622063541
2,0.269126783195795,0.0675563238684608
2,0.37690306595541,0.0295540553708195
2,0.0602729123727375,0.371439981863033
2,0.309567142174993,0.253094889055899
2,0.118563970676105,0.355803707987035
2,0.349162985761083,0.0485846825139379
2,0.105397482652737,0.276026551669467
2,0.0535833356009943,0.290691978822056
2,0.297453800840172,0.207671193168557
2,0.521579440544851,0.0154076392792021
2,0.245940747231129,0.153500465931029
2,0.287748642445909,0.0772755856280152
2,0.111203424823408,0.36417255068035
2,0.458211361526806,0.0463098147448101
2,0.0455250902293301,0.33077747082704
2,0.368500457332035,0.0388713591964693
2,0.178578516592661,0.355583183743525
2,0.174910705310604,0.235019977577168
2,0.194158414022029,0.304446158742797
2,0.164075369362181,0.384517746184327
2,0.300155825149046,0.0570688915065315
2,0.197694391725145,0.235727381516494
2,0.0389163135561797,0.406478413860017
2,0.138661870369206,0.296187706540741
2,0.0811232604562423,0.398144999392743
2,0.329891123417832,0.015055703187373
2,0.00362732550831316,0.35998852102285
2,0.261077963710366,0.164179072347945
2,0.154097827640035,0.178904463634232
2,0.420387635507688,0.0801259516366724
2,0.0588402731652709,0.410157239045479
2,0.0797903301768404,0.251284034873086
2,0.0997712816256992,0.343138178157638
2,0.121160984873891,0.256915998782771
2,0.0256161022828744,0.414895947136277
2,0.138897401142763,0.435389421725297
2,0.213438383691639,0.353044972924294
2,0.263438679508796,0.0606775753419245
2,0.330764647590214,0.210559610064351
2,0.323415529910754,0.155813910546676
2,0.293919768135981,0.124031882579677
2,0.439205740595849,0.0730128750454018
2,0.0475214880654306,0.440334120050299
2,0.326617434472709,0.0290238006536157
2,0.0405608565848352,0.332931597161082
2,0.360964580684641,0.0367115954447009
2,0.173439253348475,0.291174696801612
2,0.0371607344558291,0.213871776754483
2,0.130157420280334,0.288186281443199
2,0.407577753485649,0.119533123851644
2,0.412162374919741,0.0628584334109823
2,0.399873713632329,0.0338292253357459
2,0.20966584225156,0.165740685774996
2,0.0630408673611904,0.367054348759382
2,0.253832252876727,0.172401877183471
2,0.266829031927428,0.103353748191341
2,0.180103688892075,0.197385770483086
2,0.152948028765422,0.17020236716792
2,0.312808365703369,0.00634950835746312
2,0.0528136022981635,0.342595538858581
2,0.159414115412123,0.318946558008542
2,0.264553870451796,0.154451733497794
2,0.113168542813418,0.293415871619366
2,0.110693958906539,0.441436197954619
2,0.299837415158066,0.130600925343222
2,0.0194768419905999,0.353556659110856
2,0.284763151803676,0.000133060812477332
2,0.317106513364193,0.190603300228449
2,0.112538613094307,0.341336494127271
2,0.34885720432997,0.138478535027069
2,0.154586530223823,0.399164077500403
2,0.016897573057146,0.351212527767932
2,0.0488104479435753,0.484750796318501
2,0.0477983457357938,0.522195684990495
2,0.378489805161964,0.10780923583739
2,0.242773310451537,0.0966857418235491
2,0.0938393673275376,0.280736439393626
2,0.292791950356771,0.270394739628302
2,0.433488841674921,0.0727070256393675
2,0.197952356154208,0.262722772186223
2,0.0136756198167439,0.366207438304623
2,0.090535839369692,0.184449513952125
2,0.238582528181812,0.180058733732199
2,0.376916836835517,0.0287710979224559
2,0.150237690555935,0.359941840606142
2,0.157539109110192,0.214120404845297
2,0.174453302452351,0.337555318452079
2,0.0708297242957699,0.179079687838353
2,0.22643402909959,0.27714373299369
2,0.185972075709988,0.253125171925867
2,0.0296108018160357,0.403432062651431
2,0.0741648318172901,0.396951341502033
2,0.104111647538733,0.292220912479271
2,0.236918254786528,0.367135361680451
2,0.0791679124317867,0.298525464129147
2,0.187392357030248,0.357691867932046
2,0.377759100665694,0.0104457878680573
2,0.240183275331296,0.115250173280046
2,0.278997418661634,0.235397530823251
2,0.409583399745378,0.0946951926635104
2,0.361204520005578,0.0520723250646157
2,0.0645882565093048,0.240506165893372
2,0.291083003204324,0.0249029587196268
2,0.397692330751201,0.0309802211848157
2,0.237558205575884,0.219832846038535
2,0.0534250000920713,0.324771785089628
2,0.165672345964143,0.222260561662292
2,0.114076427982222,0.235294956094628
2,0.0175425374930646,0.433515036014251
2,0.291218900078094,0.0944389657376023
2,0.128995329534326,0.329582538892138
2,0.0697618407491273,0.391203287640386
2,0.406342194409998,0.0497934952501295
2,0.27270602452511,0.177566494501832
2,0.219190933455883,0.280835811233767
2,0.474494546139755,0.0519150601527443
2,0.172204404146719,0.285952029604316
2,0.0338293450401875,0.425048209149165
2,0.17086724320033,0.177565216103468
2,0.103808601671095,0.344426475308932
2,0.289489860636988,0.196506214486719
2,0.188823940930901,0.181816787198058
2,0.159610061284774,0.209266380593841
2,0.272656391454202,0.268560752185922
3,0.991992100259065,0.223409752547714
3,0.41206628785385,0.630341112289472
3,0.831517661726333,0.372470042156114
3,0.632249860981766,0.661110294054481
3,0.233541770488396,0.842407220210897
3,0.311439567918241,0.944151445593086
3,0.906009490286103,0.346838750145212
3,0.222253405386739,0.871373441836873
3,0.470289679246057,0.704079286155424
3,0.70046940506916,0.607055507603166
3,0.289202218764046,0.990923686274998
3,0.371114653958876,0.910913249768824
3,0.801479754610424,0.433560767349942
3,0.511641964806188,0.692282033453676
3,0.721634386650816,0.495222847771068
3,0.228482287777981,0.988323535559533
3,0.457143458960416,0.945048814376777
3,0.781702574576352,0.523902671282906
3,0.42936036218683,0.712990356234908
3,0.376531685726055,0.802366219640413
3,0.78488042684285,0.462499454249678
3,0.77017130988367,0.496916428542736
3,0.438245142258074,0.672623077566277
3,0.881272998805394,0.514419216612231
3,0.831125010015403,0.441968165502585
3,0.50812307194458,0.734548467735945
3,0.585185122354657,0.548790716948234
3,0.527534796950562,0.835838956747046
3,0.859104340189245,0.394812339266344
3,0.916742534725106,0.264564466733287
3,0.712765372097445,0.428590634101368
3,0.624210043161752,0.645628958622635
3,0.833832164430384,0.272930053530388
3,0.835370256033633,0.326081084273958
3,0.690392973997665,0.535491740232969
3,0.730462314183613,0.491307023246107
3,0.403836022849233,0.711819806658862
3,0.279600839735227,0.910465999436776
3,0.297219462498481,0.928698848582321
3,0.282242651595408,0.874711750675699
3,0.394449028767105,0.855221968257037
3,0.231019423211238,0.990260038515048
3,0.118224413632979,0.965784589581113
3,0.672720432688689,0.705473210522265
3,0.72208084288771,0.388512392550612
3,0.715608164367171,0.581139737435414
3,0.329380376860158,0.934833513737859
3,0.551724464446326,0.575280435256726
3,0.43567687146726,0.655566922980519
3,0.175545969871129,1
3,0.238308890786984,0.710176673208326
3,0.593599379449467,0.632210390781658
3,0.328845489170481,0.940817336367846
3,0.991793084870938,0.0460066087463808
3,0.528701306747511,0.607151142102729
3,0.918770598995222,0.212363991996575
3,0.983152408494096,0.351541793205557
3,0.325516123273135,0.987172858421445
3,0.885204252692844,0.321622326510256
3,0.883852922513481,0.369644093425171
3,0.726867463841478,0.48209526196202
3,0.480617182362498,0.814175119740891
3,0.28294992414424,0.942971172079735
3,0.447835142797747,0.827673314228361
3,0.799832948138559,0.350829529427177
3,0.480193580554565,0.696812059722048
3,0.967329680877166,0.288702338032145
3,0.991579517577756,0.131471978868254
